No,㎡単価,交通,価格,取引態様,取引状況,商号,坪単価,専有面積,建物名,所在地,所在階,沿線駅,物件番号,物件種目,用途地域,管理費,築年月,間取,電話番号
,133.9万円,徒歩　3分,"4,040万円",専任 オーナーチェンジ,公開中,（株）ニッテイライフ,442.4万円,30.19㎡,ビバリーホームズ東麻布,東京都港区東麻布２丁目,,大江戸線　赤羽橋,100122374967,中古マンション,商業,"17,690円",2000年（平成12年） 3月,1ＬＤＫ,03-4589-6911
,147.4万円,徒歩　4分,"5,499万円",売主,-,マイホーム（株）,487.3万円,37.31㎡,ライオンズマンション赤坂第２,東京都港区赤坂４丁目,3階,丸ノ内線　赤坂見附,100137110662,中古マンション,二住,"15,564円",1977年（昭和52年） 6月,1ＬＤＫ,090-8829-9316
,105.4万円,徒歩　6分,"3,560万円",専任 オーナーチェンジ,公開中,（有）サンエステート,348.2万円,33.80㎡,ＤＩＫマンション新橋,東京都港区新橋６丁目,,都営三田線　御成門,100137110488,中古マンション,商業,"18,000円",1977年（昭和52年） 8月,ワンルーム,03-3237-0010
,201.6万円,徒歩　7分,"5,140万円",専任 オーナーチェンジ,公開中,（株）ＥＭＲＥ,666.4万円,25.50㎡,コンシェリア三田ＴＯＫＹＯＰＲＥＭＩＵＭ,東京都港区三田２丁目,9階,大江戸線　赤羽橋,300137107427,中古マンション,近商,"7,300円",2014年（平成26年） 4月,1Ｋ,08091660322
,196.1万円,徒歩　7分,"5,000万円",専任 オーナーチェンジ,申込あり,大和プライムワン（株）,648.2万円,25.50㎡,コンシェリア三田ＴＯＫＹＯＰＲＥＭＩＵＭ,東京都港区三田２丁目,8階,大江戸線　赤羽橋,100135614412,中古マンション,近商,"7,300円",2014年（平成26年） 4月,1Ｋ,0362573921
,217.6万円,徒歩　7分,"6,380万円",専任,公開中,（株）不動産流通システム,719.1万円,29.33㎡,センチュリー麻布,東京都港区麻布台２丁目,1階,日比谷線　神谷町,100136534785,中古マンション,二住,"15,400円",1998年（平成10年）11月,1ＤＫ,090-9815-3411
,135.1万円,徒歩　5分,"3,280万円",一般 オーナーチェンジ,-,（株）ＦＬＡＧＳＨＩＰＳ,446.6万円,24.28㎡,プラザ麻布　１パー,東京都港区三田１丁目,,大江戸線　麻布十番,100136382644,中古マンション,近商,"8,610円",1983年（昭和58年）12月,ワンルーム,09069573255
,110.3万円,徒歩　4分,"4,000万円",専属,公開中,（株）ＯＮＥ　ＴＲＵＳＴＹ,364.6万円,36.27㎡,南青山コンド,東京都港区南青山２丁目,3階,半蔵門線　青山一丁目,100136997488,中古マンション,二中,"15,360円",1972年（昭和47年） 8月,1ＬＤＫ,08046052382
,187.5万円,徒歩　4分,"3,780万円",代理 オーナーチェンジ,-,（株）フェルメス,619.9万円,20.16㎡,パークウェル麻布十番弐番館,東京都港区三田１丁目,8階,南北線　麻布十番,100137087702,中古マンション,商業,"8,400円",2005年（平成17年） 2月,1Ｋ,09025458162
,292.4万円,徒歩　7分,"9,280万円",専任,公開中,（株）不動産流通システム,966.6万円,31.74㎡,ピアース麻布十番,東京都港区南麻布１丁目,4階,大江戸線　麻布十番,100135972685,中古マンション,準工,"15,100円",2019年（令和 1年）10月,1ＬＤＫ,09025526762
,96.4万円,徒歩　8分,"1,590万円",専属 オーナーチェンジ,公開中,ハーベストホーム三徳（株）,318.6万円,16.50㎡,東京ベイビュウ,東京都港区芝浦４丁目,3階,山手線　田町,100136655505,中古マンション,準工,"6,100円",1980年（昭和55年） 5月,ワンルーム,03-5662-3109
,135.3万円,徒歩　3分,"1,700万円",専任 オーナーチェンジ,公開中,（株）赤坂リアルエステート,447.1万円,12.57㎡,六本木ビジネスアパートメンツ,東京都港区六本木７丁目,6階,日比谷線　六本木,100137084666,中古マンション,近商,"9,900円",1973年（昭和48年） 4月,ワンルーム,03-6379-9175
,123.5万円,徒歩　8分,"4,000万円",専属 オーナーチェンジ,公開中,（株）トーマスリビング　東京支店,408.2万円,32.40㎡,ニュー白金マンション,東京都港区白金４丁目,6階,南北線　白金高輪,100134753708,中古マンション,一中,"7,450円",1971年（昭和46年） 3月,1ＳＫ,03-6431-8796
,89.3万円,徒歩　12分,"1,700万円",売主 オーナーチェンジ,-,（株）赤坂リアルエステート,295.2万円,19.04㎡,麻布霞町プリンスマンション,東京都港区西麻布２丁目,3階,千代田線　乃木坂,100137083464,中古マンション,近商,"8,340円",1978年（昭和53年）11月,1Ｋ,03-6379-9175
,657.9万円,徒歩　6分,"19,300万円",一般,-,野村不動産ソリューションズ（株）　麻布営業部,"2,174.6万円",29.34㎡,三田ガーデンヒルズノースヒル,東京都港区三田１丁目,6階,大江戸線　赤羽橋,100135461657,中古マンション,二住,"27,080円",2024年（令和 6年）12月,ワンルーム,03-5444-2281
,141.1万円,徒歩　6分,"4,280万円",一般 オーナーチェンジ,-,（株）マイルストーン,466.2万円,30.35㎡,朝日シティパリオ高輪台Ａ,東京都港区高輪３丁目,,都営浅草線　高輪台,100131012629,中古マンション,近商,"7,890円",1997年（平成 9年）11月,1ＤＫ,03-3830-1557
,123.5万円,徒歩　5分,"2,280万円",専属,申込あり,東急リバブル（株）　赤坂センター,408.1万円,18.47㎡,六本木ユニハウス,東京都港区六本木４丁目,4階,日比谷線　六本木,100136853569,中古マンション,二中,"7,180円",1973年（昭和48年） 2月,ワンルーム,03-3568-4510
,215.6万円,徒歩　5分,"7,180万円",専任,公開中,三井不動産リアルティ（株）三井のリハウス神宮外苑前センター,712.6万円,33.31㎡,シティハウス三田綱町,東京都港区三田２丁目,1階,南北線　麻布十番,100136620642,中古マンション,一中,"15,480円",2004年（平成16年） 7月,ワンルーム,03-5771-7131
,323.1万円,徒歩　5分,"11,980万円",一般,-,ＧＰＴインベストメント（株）,"1,068.1万円",37.08㎡,パークコート南麻布,東京都港区南麻布１丁目,2階,南北線　麻布十番,100135597909,中古マンション,商業,確認中,2020年（令和 2年） 3月,1ＬＤＫ,080-9719-0427
,78.8万円,徒歩　11分,"2,040万円",売主 オーナーチェンジ,-,（株）スプリングエステート,260.2万円,25.92㎡,三田スカイハイツ,東京都港区三田２丁目,6階,南北線　白金高輪,100137077182,中古マンション,一中,"8,580円",1977年（昭和52年）10月,1Ｋ,070-5083-5660
,114.0万円,徒歩　8分,"1,880万円",売主 オーナーチェンジ,-,Ｈ２Ｏ（株）,376.7万円,16.50㎡,東京ベイビュウ,東京都港区芝浦４丁目,8階,山手線　田町,100137076911,中古マンション,準工,"6,100円",1980年（昭和55年） 3月,ワンルーム,045-900-4712
,103.1万円,徒歩　6分,"1,600万円",一般 オーナーチェンジ,-,（株）芝浦不動産,340.9万円,15.52㎡,マリンロードダイヤモンドパレス,東京都港区芝浦３丁目,8階,山手線　田町,100137075208,中古マンション,準工,"4,870円",1980年（昭和55年）10月,ワンルーム,03-3451-5353
,162.1万円,徒歩　7分,"4,200万円",一般,-,（株）ベルテックス,535.9万円,25.91㎡,ルフレプレミアム芝公園,東京都港区芝４丁目,,山手線　田町,100135892097,中古マンション,商業,"9,010円",2015年（平成27年）12月,1Ｋ,03-6304-5098
,140.8万円,徒歩　5分,"2,850万円",専任 オーナーチェンジ,公開中,アルファ丸嶋（株）,465.3万円,20.25㎡,ルーブル南麻布,東京都港区南麻布２丁目,11階,都営三田線　白金高輪,100137076351,中古マンション,商業,"8,000円",2002年（平成14年） 3月,1Ｋ,050-3145-9521
,163.5万円,徒歩　7分,"4,780万円",売主 オーナーチェンジ,-,（株）ランドネット　大阪支店,540.5万円,29.24㎡,ラ　ステュディオ新橋,東京都港区新橋５丁目,7階,山手線　新橋,300137054867,中古マンション,商業,"10,400円",2014年（平成26年）11月,1Ｋ,06-6359-1858
,902.7万円,徒歩　2分,"29,500万円",専任,公開中,湊トラストマネジメント（株）,"2,984.2万円",32.68㎡,麻布台ヒルズレジデンスＢ,東京都港区麻布台１丁目,20階,南北線　六本木一丁目,100137075549,新築マンション,二中,"24,100円",2025年（令和 7年）10月,1Ｋ,03-6822-5795
,134.2万円,徒歩　4分,"2,280万円",売主 オーナーチェンジ,-,Ｈ２Ｏ（株）,443.7万円,16.99㎡,芝ハイツ,東京都港区芝５丁目,8階,山手線　田町,100136998827,中古マンション,商業,"6,510円",1980年（昭和55年） 3月,ワンルーム,045-900-4712
,118.8万円,徒歩　9分,"3,060万円",専任 オーナーチェンジ,公開中,東京建物不動産販売（株）　リテール営業部,392.7万円,25.76㎡,パークウェル白金高輪,東京都港区高輪２丁目,,南北線　白金高輪,100137050030,中古マンション,近商,"12,880円",2002年（平成14年） 7月,1Ｋ,03-6837-5800
,290.1万円,徒歩　7分,"7,500万円",一般 オーナーチェンジ,-,三友サービス（株）,958.8万円,25.86㎡,パークリュクス虎ノ門,東京都港区西新橋３丁目,9階,日比谷線　虎ノ門ヒルズ,100136363897,中古マンション,商業,"10,760円",2019年（平成31年） 2月,ワンルーム,090-4189-9767
,166.5万円,徒歩　5分,"4,400万円",代理,-,ＴＲＵＳＴＹ不動産（株）,550.2万円,26.44㎡,六本木シローマンション,東京都港区六本木６丁目,6階,日比谷線　六本木,100135834000,中古マンション,二住,"18,800円",1975年（昭和50年） 7月,ワンルーム,03-3219-0808
,120.5万円,徒歩　7分,"2,800万円",専属,公開中,東急リバブル（株）　赤坂センター,398.3万円,23.24㎡,インペリアル赤坂フォーラム,東京都港区赤坂７丁目,5階,千代田線　乃木坂,100133555719,中古マンション,二中,"7,700円",1983年（昭和58年）10月,ワンルーム,03-3568-4510
,112.7万円,徒歩　3分,"2,480万円",一般 オーナーチェンジ,-,アイベックスホーム（株）,372.5万円,22.01㎡,トーカン赤坂キャステール,東京都港区赤坂６丁目,3階,千代田線　赤坂,100135330673,中古マンション,商業,"13,160円",1979年（昭和54年）11月,ワンルーム,03-3988-9982
,108.6万円,徒歩　5分,"2,280万円",一般 オーナーチェンジ,-,三和グループ（株）,359.0万円,21.00㎡,マリンロードダイヤモンドパレス,東京都港区芝浦３丁目,8階,山手線　田町,100133162189,中古マンション,準工,"6,590円",1980年（昭和55年）10月,1Ｋ,090-9185-4803
,173.8万円,徒歩　6分,"3,600万円",専属 オーナーチェンジ,公開中,スターツピタットハウス（株）　調布店,574.4万円,20.72㎡,パレステュディオ南麻布,東京都港区南麻布１丁目,2階,南北線　麻布十番,100137067686,中古マンション,準工,"6,650円",2006年（平成18年） 4月,1Ｋ,042-429-5001
,105.6万円,徒歩　2分,"1,680万円",売主,-,ネクストリノベーション（株）,348.9万円,15.92㎡,ハイベール三田,東京都港区芝５丁目,2階,都営三田線　三田,100137065186,中古マンション,商業,"5,880円",1980年（昭和55年） 9月,ワンルーム,046-200-7203
,120.0万円,徒歩　5分,"2,300万円",専任 オーナーチェンジ,公開中,（株）三石,396.7万円,19.17㎡,ミリオンパレス麻布仙台坂,東京都港区麻布十番３丁目,6階,南北線　麻布十番,100137064561,中古マンション,商業,"14,000円",1990年（平成 2年） 2月,ワンルーム,045-341-0155
,176.9万円,徒歩　6分,"4,500万円",専属 オーナーチェンジ,公開中,東急リバブル（株）　投資マンション推進課,584.8万円,25.44㎡,ラグディア芝公園,東京都港区芝２丁目,6階,都営三田線　芝公園,100136390704,中古マンション,商業,"8,900円",2018年（平成30年） 1月,1Ｋ,03-3463-6147
,150.9万円,徒歩　3分,"3,380万円",一般 オーナーチェンジ,-,大誠（有）,498.9万円,22.40㎡,ボーン芝パーク,東京都港区芝大門２丁目,9階,都営浅草線　大門,100136946423,中古マンション,商業,"8,740円",1981年（昭和56年）10月,1Ｋ,090-9956-2970
,88.8万円,徒歩　8分,"1,790万円",一般 オーナーチェンジ,-,（株）オネスティーパートナーズ,293.6万円,20.16㎡,東京ベイビュウ,東京都港区芝浦４丁目,4階,山手線　田町,100132871784,中古マンション,準工,"7,500円",1980年（昭和55年） 3月,1ＤＫ,080-4165-7061
,181.4万円,徒歩　3分,"4,380万円",専属 オーナーチェンジ,公開中,（株）エムズ・ウエスト,599.6万円,24.15㎡,トーシンフェニックス新橋,東京都港区新橋６丁目,6階,都営三田線　御成門,100133832178,中古マンション,商業,"10,800円",2002年（平成14年） 9月,1Ｋ,03-5510-2250
,160.6万円,徒歩　10分,"3,200万円",専任,公開中,（株）イールーム,530.8万円,19.93㎡,リクレイシア西麻布Ⅰ,東京都港区西麻布２丁目,12階,日比谷線　広尾,100135448900,中古マンション,商業,"8,600円",2003年（平成15年）12月,1Ｋ,03-5844-6166
,194.6万円,徒歩　5分,"4,980万円",一般 オーナーチェンジ,-,野村不動産ソリューションズ（株）　麻布営業部,643.1万円,25.60㎡,ガリシアレジデンス六本木,東京都港区西麻布１丁目,4階,日比谷線　六本木,100136810259,中古マンション,一住,"8,700円",2014年（平成26年）10月,1Ｋ,03-5444-2281
,182.2万円,徒歩　7分,"3,180万円",一般,-,野村不動産ソリューションズ（株）　赤坂センター,602.1万円,17.46㎡,インペリアル赤坂フォーラム,東京都港区赤坂７丁目,3階,千代田線　乃木坂,100131221436,中古マンション,近商,"5,800円",1983年（昭和58年）10月,ワンルーム,03-3568-1005
,154.1万円,徒歩　3分,"2,980万円",専任 オーナーチェンジ,公開中,野村不動産ソリューションズ（株）　三田センター,509.4万円,19.34㎡,ルーブル芝公園,東京都港区芝公園２丁目,4階,都営三田線　芝公園,100135869129,中古マンション,商業,"9,000円",2001年（平成13年） 7月,1Ｋ,03-5765-2236
