No,物件番号,物件種目,専有面積,所在地,取引態様,価格,用途地域,㎡単価,建物名,所在階,間取,取引状況,管理費,坪単価,沿線駅,交通,商号,築年月,電話番号
,100136412332,中古マンション,41.20㎡,東京都渋谷区代々木２丁目,専属,"9,900万円",商業,240.3万円,ファミール新宿グランスィートタワー,4階,1ＬＤＫ,公開中,確認中,794.4万円,山手線　新宿,徒歩　7分,（株）大京穴吹不動産　新宿店,2002年（平成14年） 2月,03-5909-7501
,100136482166,中古マンション,51.84㎡,東京都渋谷区千駄ヶ谷４丁目,専任 オーナーチェンジ,"22,800万円",商業,439.9万円,パークコート神宮北参道ザタワー,23階,1ＬＤＫ,公開中,"34,140円","1,454.0万円",副都心線　北参道,徒歩　1分,コマースブレイン（株）,2023年（令和 5年） 5月,03-3562-8630
,100136614961,中古マンション,40.66㎡,東京都渋谷区千駄ヶ谷４丁目,専属,"14,980万円",商業,368.5万円,パークコート神宮北参道ザタワー,7階,1ＬＤＫ,公開中,"25,210円","1,218.0万円",副都心線　北参道,徒歩　1分,東急リバブル（株）　新宿センター,2023年（令和 5年） 2月,03-6876-0109
,100137022579,中古マンション,40.00㎡,東京都渋谷区笹塚１丁目,売主,"5,799万円",商業,145.0万円,日神パレステージ笹塚第二,5階,1ＬＤＫ,-,"13,200円",479.3万円,京王線　笹塚,徒歩　4分,（株）エンリード不動産,1996年（平成 8年） 8月,050-5783-2135
,100137022489,中古マンション,41.80㎡,東京都渋谷区千駄ヶ谷５丁目,売主,"3,990万円",二住,95.5万円,御苑パビリオン,5階,ワンルーム,-,"11,130円",315.6万円,山手線　代々木,徒歩　4分,（株）真誠不動産,1969年（昭和44年）10月,090-4076-2882
,100136338482,中古マンション,51.46㎡,東京都渋谷区代々木３丁目,売主,"10,000万円",商業,194.4万円,カテリーナ代々木プレイス,,1ＬＤＫ,-,"11,432円",642.4万円,都営新宿線　新宿,徒歩　5分,（株）コスモスイニシア　流通事業部　池袋営業所,2005年（平成17年） 2月,03-5396-8300
,100137020892,中古マンション,44.09㎡,東京都渋谷区東１丁目,売主,"9,980万円",準工,226.4万円,ライオンズマンション渋谷シティ,9階,1ＬＤＫ,-,"9,700円",748.3万円,山手線　渋谷,徒歩　9分,（株）スプリングエステート横浜支社　横浜支社,1998年（平成10年） 1月,080-4061-7605
,100137020478,中古マンション,96.64㎡,東京都渋谷区鉢山町,専属,"39,800万円",二低,411.9万円,パークハウス代官山テラス,3階,1ＬＤＫ,公開中,"13,530円","1,361.5万円",東横線　代官山,徒歩　8分,（株）ランドブレインズ,2011年（平成23年）11月,080-5891-7938
,100136261226,中古マンション,40.29㎡,東京都渋谷区富ヶ谷１丁目,専任,"8,880万円",近商,220.5万円,グレイスコート代々木公園,8階,1ＬＤＫ,公開中,"13,700円",728.7万円,千代田線　代々木公園,徒歩　3分,三井不動産リアルティ（株）三井のリハウス代々木上原センター,2000年（平成12年） 5月,03-3460-3131
,100137020194,中古マンション,60.95㎡,東京都渋谷区桜丘町,代理,"42,800万円",商業,702.3万円,ブランズ渋谷桜丘　３パー,20階,1ＬＤＫ,-,"36,400円","2,321.4万円",山手線　渋谷,徒歩　4分,（株）Ｓ＆Ｙリアルティ,2023年（令和 5年）11月,03-3520-8893
,100137018893,中古マンション,52.59㎡,東京都渋谷区恵比寿２丁目,売主,"4,480万円",一住,85.2万円,日興パレス恵比寿,3階,1ＬＤＫ,-,"8,980円",281.7万円,山手線　恵比寿,徒歩　12分,（株）Ｕ＆Ａ,1979年（昭和54年） 5月,03-6661-7069
,100137017291,中古マンション,51.84㎡,東京都渋谷区千駄ヶ谷４丁目,専任,"19,800万円",商業,382.0万円,パークコート神宮北参道ザ・タワー,11階,1ＬＤＫ,公開中,"32,140円","1,262.7万円",副都心線　北参道,徒歩　1分,新日本住宅（株）,2023年（令和 5年） 1月,070-6948-9944
,100134915512,中古マンション,48.04㎡,東京都渋谷区恵比寿南２丁目,売主,"15,780万円",一住,328.5万円,パーク・コート恵比寿ヒルトップレジデンス,9階,1ＬＤＫ,-,"11,290円","1,085.9万円",山手線　恵比寿,徒歩　7分,明和地所（株）,2000年（平成12年）10月,03-5489-0825
,100136368478,中古マンション,46.86㎡,東京都渋谷区代々木２丁目,一般,"11,500万円",商業,245.5万円,ファミール新宿グランスイートタワー,4階,1ＬＤＫ,-,"22,500円",811.3万円,都営新宿線　新宿,徒歩　2分,（株）Ｊ－ＤＡＹ,2002年（平成14年） 2月,03-5944-0971
,100135300299,中古マンション,49.43㎡,東京都渋谷区広尾１丁目,一般,"8,750万円",商業,177.1万円,朝日広尾マンション,6階,1ＬＤＫ,-,"10,890円",585.2万円,山手線　恵比寿,徒歩　8分,ファンズ不動産（株）,1987年（昭和62年） 1月,03-6427-8850
,100136998846,中古マンション,81.05㎡,東京都渋谷区南平台町,一般,"12,000万円",二住,148.1万円,南平台セントラルハイツ,1階,ワンルーム,-,"17,940円",489.5万円,井の頭線　神泉,徒歩　9分,（株）恒信アセットマネジメント,1972年（昭和47年） 6月,03-6233-9235
,100136994796,中古マンション,55.20㎡,東京都渋谷区広尾４丁目,売主 オーナーチェンジ,"16,500万円",二中,299.0万円,広尾ガーデンヒルズセンターヒルＨ棟,4階,1ＬＤＫ,-,"16,450円",988.2万円,日比谷線　広尾,徒歩　5分,パナソニックホームズ不動産（株）　首都圏・関東住宅流通センター,1985年（昭和60年） 1月,03-5324-8746
,100135196247,中古マンション,56.21㎡,東京都渋谷区神宮前６丁目,一般 オーナーチェンジ,"24,000万円",商業,427.0万円,コープオリンピア,4階,ワンルーム,-,"19,924円","1,411.5万円",千代田線　明治神宮前,徒歩　1分,（株）グリーンシード,1965年（昭和40年） 3月,03-3400-5546
,100136551707,中古マンション,43.29㎡,東京都渋谷区本町４丁目,専任,"7,480万円",一住,172.8万円,ピアース渋谷本町レジデンス,1階,1ＳＬＤＫ,申込あり,"13,600円",571.2万円,大江戸線　西新宿五丁目,徒歩　6分,野村不動産ソリューションズ（株）　広尾センター,2023年（令和 5年） 8月,03-5791-7691
,100136846515,中古マンション,50.73㎡,東京都渋谷区恵比寿西２丁目,専任,"5,480万円",一住,108.1万円,ＪＰＣ恵比寿マンション,4階,1ＬＤＫ,公開中,"5,700円",357.1万円,日比谷線　恵比寿,徒歩　5分,三井不動産リアルティ（株）三井のリハウス経堂センター,1972年（昭和47年） 6月,03-3427-4131
,100136930625,中古マンション,46.45㎡,東京都渋谷区代々木４丁目,専任,"8,480万円",近商,182.6万円,東急ドエル・プレステージ参宮橋,5階,ワンルーム,公開中,"11,600円",603.6万円,小田急線　参宮橋,徒歩　1分,三井不動産リアルティ（株）三井のリハウス代々木上原センター,1996年（平成 8年） 9月,03-3460-3131
,100136814460,中古マンション,42.33㎡,東京都渋谷区代々木３丁目,売主,"8,599万円",二中,203.2万円,Ｄ’クラディアイヴァン代々木参宮橋,4階,1ＬＤＫ,-,"11,010円",671.6万円,小田急線　参宮橋,徒歩　4分,（株）未来都市開発,2003年（平成15年） 7月,070-5073-9635
,100136981433,中古マンション,52.38㎡,東京都渋谷区恵比寿３丁目,売主,"8,490万円",近商,162.1万円,ドルミ恵比寿,1階,1ＳＬＤＫ,-,"14,400円",535.9万円,山手線　恵比寿,徒歩　9分,（株）ツクルバボックス,1982年（昭和57年） 6月,050-5810-0988
,100136800014,中古マンション,47.28㎡,東京都渋谷区松濤２丁目,売主,"7,498万円",二住,158.6万円,松濤ホームズ,3階,1ＬＤＫ,-,"11,820円",524.3万円,井の頭線　神泉,徒歩　10分,（株）大京穴吹不動産　アセット事業部,1998年（平成10年） 5月,050-3628-8514
,100136279225,中古マンション,57.20㎡,東京都渋谷区桜丘町,一般 オーナーチェンジ,"6,480万円",二住,113.3万円,秀和桜丘レジデンス,2階,1ＬＤＫ,-,"15,200円",374.6万円,山手線　渋谷,徒歩　8分,三菱ＵＦＪ不動産販売（株）　池袋東口センター,1970年（昭和45年） 8月,03-4332-2234
,100136443285,中古マンション,40.06㎡,東京都渋谷区広尾１丁目,一般,"5,980万円",商業,149.3万円,日興パレス広尾プラザ,3階,ワンルーム,-,"13,080円",493.5万円,日比谷線　広尾,徒歩　9分,ファンズ不動産（株）,1985年（昭和60年） 3月,080-6602-8123
,100136695295,中古マンション,54.78㎡,東京都渋谷区東３丁目,売主,"10,500万円",二中,191.7万円,アルテシアン広尾,1階,1ＬＤＫ,-,"30,610円",633.7万円,山手線　恵比寿,徒歩　9分,ネイビーエステート（株）,1998年（平成10年）12月,07050101783
,100136425170,中古マンション,40.06㎡,東京都渋谷区広尾１丁目,一般,"5,980万円",商業,149.3万円,日興パレス広尾プラザ,3階,ワンルーム,-,"13,080円",493.5万円,山手線　恵比寿,徒歩　9分,東急リバブル（株）　勝どきミッドセンター,1985年（昭和60年） 3月,03-6882-0109
,100136714506,中古マンション,70.20㎡,東京都渋谷区恵比寿南３丁目,専任,"11,500万円",二中,163.9万円,マンション南恵比寿,8階,1ＬＤＫ,申込あり,"17,350円",541.6万円,日比谷線　恵比寿,徒歩　2分,（株）ケン・コーポレーション　外国部,1974年（昭和49年） 8月,050-3187-3652
,100136529741,中古マンション,55.13㎡,東京都渋谷区代々木５丁目,専任,"9,480万円",二低,172.0万円,代々木公園ヒルズスクエア,1階,1ＬＤＫ,公開中,"17,460円",568.5万円,小田急線　参宮橋,徒歩　8分,（株）住新センター,2018年（平成30年） 8月,03-5790-6322
,100136968332,中古マンション,44.82㎡,東京都渋谷区幡ヶ谷３丁目,売主,"6,680万円",近商,149.1万円,ライオンズガーデン幡ヶ谷,4階,1ＬＤＫ,-,"7,600円",492.7万円,京王線　幡ヶ谷,徒歩　8分,花菱不動産（株）,1995年（平成 7年） 8月,090-9194-7822
,100136442158,中古マンション,41.20㎡,東京都渋谷区代々木３丁目,専任,"3,980万円",二中,96.7万円,代々木ハイツ２号館,4階,ワンルーム,公開中,"10,080円",319.4万円,小田急線　参宮橋,徒歩　7分,東急リバブル（株）　新宿センター,1968年（昭和43年）12月,03-6876-0109
,100136931039,中古マンション,54.18㎡,東京都渋谷区広尾１丁目,専任,"14,990万円",商業,276.7万円,ユニーブル恵比寿,8階,1ＬＤＫ,公開中,"18,700円",914.7万円,山手線　恵比寿,徒歩　4分,野村不動産ソリューションズ（株）　広尾センター,2000年（平成12年）11月,03-5791-7691
,100136373464,中古マンション,52.81㎡,東京都渋谷区恵比寿西１丁目,専任,"18,400万円",二中,348.5万円,ピアース恵比寿ＷＥＳＴ　ＨＩＬＬＳ,3階,ワンルーム,申込あり,"25,700円","1,151.8万円",山手線　恵比寿,徒歩　5分,野村不動産ソリューションズ（株）　赤坂センター,2020年（令和 2年） 2月,03-3568-1005
,100136945331,中古マンション,40.50㎡,東京都渋谷区南平台町,一般,"4,180万円",二住,103.3万円,秀和第１南平台レジデンス,3階,1ＬＤＫ,-,"14,100円",341.2万円,山手線　渋谷,徒歩　10分,三井不動産リアルティ（株）三井のリハウス渋谷センター,1969年（昭和44年） 4月,03-6332-7810
,100134645840,中古マンション,48.59㎡,東京都渋谷区広尾４丁目,専任 オーナーチェンジ,"11,000万円",二中,226.4万円,広尾ガーデンフォレストＢ棟,3階,1ＬＤＫ,公開中,"21,230円",748.4万円,日比谷線　広尾,徒歩　9分,（株）ライフデザイナーズ,2008年（平成20年）11月,03-3568-6611
,100136952527,中古マンション,50.03㎡,東京都渋谷区幡ヶ谷３丁目,売主,"7,980万円",一住,159.6万円,幡ケ谷ハイムグランシス,3階,1ＬＤＫ,-,"8,930円",527.3万円,京王線　幡ヶ谷,徒歩　7分,プレインアセット（株）　東京支社,1998年（平成10年） 3月,080-7628-4145
,100136163008,中古マンション,79.31㎡,東京都渋谷区渋谷１丁目,専任,"17,000万円",二住,214.4万円,渋谷美竹ハイム,6階,1ＬＤＫ,公開中,"21,100円",708.6万円,半蔵門線　渋谷,徒歩　3分,住友不動産ステップ（株）　日本橋営業センター１課,1980年（昭和55年） 7月,050-3112-9832
,100136946151,中古マンション,71.52㎡,東京都渋谷区広尾１丁目,専任 オーナーチェンジ,"23,000万円",商業,321.6万円,クオリア広尾,14階,1ＬＤＫ,公開中,"18,500円","1,063.2万円",山手線　恵比寿,徒歩　7分,三井不動産リアルティ（株）三井のリアルプラン青山サロン,2004年（平成16年） 3月,03-3409-6131
,100136922972,中古マンション,40.66㎡,東京都渋谷区千駄ヶ谷４丁目,専任,"14,300万円",商業,351.7万円,パークコート神宮北参道ザタワー,5階,1ＬＤＫ,公開中,"25,210円","1,162.7万円",副都心線　北参道,徒歩　1分,三井不動産リアルティ（株）三井のリアルプラン麻布サロン,2023年（令和 5年） 1月,03-5789-3131
,100136257919,中古マンション,41.85㎡,東京都渋谷区代々木３丁目,売主,"5,180万円",二中,123.8万円,ハイツ第二参宮橋,3階,1ＬＤＫ,-,"9,580円",409.2万円,小田急線　南新宿,徒歩　6分,（株）ヒルズエステート,1979年（昭和54年） 4月,044-712-2248
,100136633395,中古マンション,42.00㎡,東京都渋谷区代々木５丁目,専任,"9,600万円",準住,228.6万円,シティテラス代々木公園,2階,1ＬＤＫ,公開中,"11,402円",755.7万円,小田急線　代々木八幡,徒歩　7分,アクシオス・マネジメント（株）,2013年（平成25年）12月,050-1742-4810
,100136928415,中古マンション,80.69㎡,東京都渋谷区広尾５丁目,専任,"16,500万円",一住,204.5万円,サンアリーナ広尾,1階,1ＬＤＫ,公開中,"31,500円",676.0万円,日比谷線　広尾,徒歩　3分,（株）ケン・コーポレーション　渋谷代官山支店,2014年（平成26年） 5月,03-5720-8160
,100136609415,中古マンション,50.01㎡,東京都渋谷区渋谷１丁目,専任,"12,430万円",商業,248.6万円,ザ・パークハウス渋谷美竹,18階,1ＬＤＫ,公開中,"16,060円",821.7万円,山手線　渋谷,徒歩　5分,野村不動産ソリューションズ（株）　渋谷営業部,2014年（平成26年） 1月,03-5766-2815
,100134729429,中古マンション,84.78㎡,東京都渋谷区神宮前４丁目,売主,"76,800万円",商業,905.9万円,表参道ヒルズ,4階,1ＬＤＫ,-,"27,740円","2,994.7万円",銀座線　表参道,徒歩　3分,（株）ゼニアス,2006年（平成18年） 1月,080-4155-4459
,100135899878,中古マンション,42.33㎡,東京都渋谷区代々木５丁目,専任 オーナーチェンジ,"5,500万円",準住,130.0万円,代々木パビリオン,4階,1ＬＤＫ,公開中,"9,000円",429.6万円,小田急線　代々木八幡,徒歩　2分,コンドミニアム・アセットマネジメント（株）,1970年（昭和45年）11月,080-7219-7062
