差分ID,物件番号,差分検出日,更新フィールド,更新前,更新後
20251214_3334,100136457647,2025-12-14,築年月,2002年（平成14年） 5月,2002年（平成14年） 5月
20251214_3335,100136457737,2025-12-14,築年月,2003年（平成15年） 9月,2003年（平成15年） 9月
20251214_3336,100136457817,2025-12-14,築年月,1984年（昭和59年） 9月,1984年（昭和59年） 9月
20251214_3337,100136458739,2025-12-14,築年月,1994年（平成 6年）10月,1994年（平成 6年）10月
20251214_3338,100136459283,2025-12-14,築年月,2023年（令和 5年）11月,2023年（令和 5年）11月
20251214_3339,100136459337,2025-12-14,築年月,2001年（平成13年） 2月,2001年（平成13年） 2月
20251214_3340,100136459544,2025-12-14,築年月,2019年（平成31年） 2月,2019年（平成31年） 2月
20251214_3341,100136459603,2025-12-14,築年月,2013年（平成25年） 8月,2013年（平成25年） 8月
20251214_3342,100136460934,2025-12-14,築年月,2025年（令和 7年） 3月,2025年（令和 7年） 3月
20251214_3343,100136460945,2025-12-14,築年月,1965年（昭和40年） 1月,1965年（昭和40年） 1月
20251214_3344,100136461370,2025-12-14,築年月,1992年（平成 4年） 4月,1992年（平成 4年） 4月
20251214_3345,100136462118,2025-12-14,築年月,2010年（平成22年） 7月,2010年（平成22年） 7月
20251214_3346,100136462210,2025-12-14,築年月,1980年（昭和55年） 4月,1980年（昭和55年） 4月
20251214_3347,100136462786,2025-12-14,築年月,2010年（平成22年） 2月,2010年（平成22年） 2月
20251214_3348,100136462794,2025-12-14,築年月,1970年（昭和45年） 6月,1970年（昭和45年） 6月
20251214_3349,100136462809,2025-12-14,築年月,2023年（令和 5年） 8月,2023年（令和 5年） 8月
20251214_3350,100136462811,2025-12-14,築年月,1997年（平成 9年） 7月,1997年（平成 9年） 7月
20251214_3351,100136462812,2025-12-14,築年月,2021年（令和 3年） 1月,2021年（令和 3年） 1月
20251214_3352,100136462828,2025-12-14,築年月,2019年（平成31年） 2月,2019年（平成31年） 2月
20251214_3353,100136462830,2025-12-14,築年月,2002年（平成14年） 5月,2002年（平成14年） 5月
20251214_3354,100136466300,2025-12-14,築年月,2025年（令和 7年） 6月,2025年（令和 7年） 6月
20251214_3355,100136466658,2025-12-14,築年月,2020年（令和 2年）11月,2020年（令和 2年）11月
20251214_3356,100136468581,2025-12-14,築年月,1991年（平成 3年） 6月,1991年（平成 3年） 6月
20251214_3357,100136468586,2025-12-14,築年月,1991年（平成 3年） 6月,1991年（平成 3年） 6月
20251214_3358,100136468921,2025-12-14,築年月,2025年（令和 7年） 9月,2025年（令和 7年） 9月
20251214_3359,100136468977,2025-12-14,築年月,1964年（昭和39年） 6月,1964年（昭和39年） 6月
20251214_3360,100136469195,2025-12-14,築年月,1988年（昭和63年） 6月,1988年（昭和63年） 6月
20251214_3361,100136469288,2025-12-14,築年月,1983年（昭和58年） 6月,1983年（昭和58年） 6月
20251214_3362,100136469849,2025-12-14,築年月,1970年（昭和45年） 9月,1970年（昭和45年） 9月
20251214_3363,100136470437,2025-12-14,築年月,1971年（昭和46年） 4月,1971年（昭和46年） 4月
20251214_3364,100136470438,2025-12-14,築年月,2014年（平成26年） 2月,2014年（平成26年） 2月
20251214_3365,100136470738,2025-12-14,築年月,1999年（平成11年） 1月,1999年（平成11年） 1月
20251214_3366,100136471691,2025-12-14,築年月,1979年（昭和54年） 4月,1979年（昭和54年） 4月
20251214_3367,100136472017,2025-12-14,築年月,2025年（令和 7年） 4月,2025年（令和 7年） 4月
20251214_3368,100136472059,2025-12-14,築年月,1970年（昭和45年） 6月,1970年（昭和45年） 6月
20251214_3369,100136472083,2025-12-14,築年月,2009年（平成21年） 3月,2009年（平成21年） 3月
20251214_3370,100136472138,2025-12-14,築年月,2023年（令和 5年）11月,2023年（令和 5年）11月
20251214_3371,100136472153,2025-12-14,築年月,2023年（令和 5年） 2月,2023年（令和 5年） 2月
20251214_3372,100136472318,2025-12-14,築年月,2020年（令和 2年） 1月,2020年（令和 2年） 1月
20251214_3373,100136472328,2025-12-14,築年月,1988年（昭和63年） 1月,1988年（昭和63年） 1月
20251214_3374,100136475032,2025-12-14,築年月,2005年（平成17年） 2月,2005年（平成17年） 2月
20251214_3375,100136475052,2025-12-14,築年月,1999年（平成11年） 3月,1999年（平成11年） 3月
20251214_3376,100136475053,2025-12-14,築年月,2023年（令和 5年） 2月,2023年（令和 5年） 2月
20251214_3377,100136475865,2025-12-14,築年月,2026年（令和 8年）11月,2026年（令和 8年）11月
20251214_3378,100136476699,2025-12-14,築年月,2025年（令和 7年） 3月,2025年（令和 7年） 3月
20251214_3379,100136476931,2025-12-14,築年月,2024年（令和 6年）11月,2024年（令和 6年）11月
20251214_3380,100136476935,2025-12-14,築年月,2004年（平成16年） 3月,2004年（平成16年） 3月
20251214_3381,100136476999,2025-12-14,築年月,2009年（平成21年） 1月,2009年（平成21年） 1月
20251214_3382,100136477153,2025-12-14,取引状況,公開中,申込あり
20251214_3382,100136477153,2025-12-14,築年月,1996年（平成 8年） 8月,1996年（平成 8年） 8月
20251214_3383,100136477242,2025-12-14,築年月,1979年（昭和54年） 4月,1979年（昭和54年） 4月
20251214_3384,100136479423,2025-12-14,築年月,1991年（平成 3年） 5月,1991年（平成 3年） 5月
20251214_3385,100136479725,2025-12-14,築年月,1979年（昭和54年） 3月,1979年（昭和54年） 3月
20251214_3386,100136480138,2025-12-14,築年月,2003年（平成15年） 2月,2003年（平成15年） 2月
20251214_3387,100136480232,2025-12-14,築年月,2024年（令和 6年）12月,2024年（令和 6年）12月
20251214_3388,100136480835,2025-12-14,築年月,2025年（令和 7年） 3月,2025年（令和 7年） 3月
20251214_3389,100136480863,2025-12-14,築年月,2004年（平成16年） 2月,2004年（平成16年） 2月
20251214_3390,100136481062,2025-12-14,築年月,1990年（平成 2年） 7月,1990年（平成 2年） 7月
20251214_3391,100136481219,2025-12-14,築年月,1969年（昭和44年） 4月,1969年（昭和44年） 4月
20251214_3392,100136481273,2025-12-14,築年月,1995年（平成 7年） 8月,1995年（平成 7年） 8月
20251214_3393,100136481294,2025-12-14,築年月,2025年（令和 7年） 8月,2025年（令和 7年） 8月
20251214_3394,100136481320,2025-12-14,取引状況,公開中,申込あり
20251214_3394,100136481320,2025-12-14,築年月,2021年（令和 3年）11月,2021年（令和 3年）11月
20251214_3395,100136482068,2025-12-14,築年月,1994年（平成 6年）10月,1994年（平成 6年）10月
20251214_3396,100136482092,2025-12-14,築年月,2019年（平成31年） 2月,2019年（平成31年） 2月
20251214_3397,100136482166,2025-12-14,築年月,2023年（令和 5年） 5月,2023年（令和 5年） 5月
20251214_3398,100136482398,2025-12-14,築年月,1970年（昭和45年） 7月,1970年（昭和45年） 7月
20251214_3399,100136482468,2025-12-14,築年月,2023年（令和 5年）11月,2023年（令和 5年）11月
20251214_3400,100136482917,2025-12-14,築年月,2025年（令和 7年） 5月,2025年（令和 7年） 5月
20251214_3401,100136482953,2025-12-14,築年月,1978年（昭和53年） 3月,1978年（昭和53年） 3月
20251214_3402,100136483051,2025-12-14,築年月,2005年（平成17年） 8月,2005年（平成17年） 8月
20251214_3403,100136483629,2025-12-14,築年月,2019年（平成31年） 2月,2019年（平成31年） 2月
20251214_3404,100136483674,2025-12-14,築年月,1983年（昭和58年） 6月,1983年（昭和58年） 6月
20251214_3405,100136483764,2025-12-14,築年月,1984年（昭和59年） 9月,1984年（昭和59年） 9月
20251214_3406,100136484508,2025-12-14,築年月,2011年（平成23年） 5月,2011年（平成23年） 5月
20251214_3407,100136484529,2025-12-14,築年月,2025年（令和 7年） 6月,2025年（令和 7年） 6月
20251214_3408,100136484559,2025-12-14,築年月,2025年（令和 7年） 8月,2025年（令和 7年） 8月
20251214_3409,100136484572,2025-12-14,築年月,2024年（令和 6年）12月,2024年（令和 6年）12月
20251214_3410,100136484948,2025-12-14,築年月,1983年（昭和58年） 5月,1983年（昭和58年） 5月
20251214_3411,100136484978,2025-12-14,築年月,1983年（昭和58年） 9月,1983年（昭和58年） 9月
20251214_3412,100136485101,2025-12-14,㎡単価,331.8万円,338.8万円
20251214_3412,100136485101,2025-12-14,坪単価,"1,096.8万円","1,119.7万円"
20251214_3412,100136485101,2025-12-14,専有面積,56.97㎡,55.80㎡
20251214_3412,100136485101,2025-12-14,築年月,2023年（令和 5年） 8月,2023年（令和 5年） 8月
20251214_3413,100136485102,2025-12-14,築年月,2023年（令和 5年） 8月,2023年（令和 5年） 8月
20251214_3414,100136485284,2025-12-14,築年月,2016年（平成28年） 2月,2016年（平成28年） 2月
20251214_3415,100136485459,2025-12-14,築年月,2003年（平成15年） 1月,2003年（平成15年） 1月
20251214_3416,100136485468,2025-12-14,築年月,1979年（昭和54年） 7月,1979年（昭和54年） 7月
20251214_3417,100136487658,2025-12-14,築年月,2020年（令和 2年） 3月,2020年（令和 2年） 3月
20251214_3418,100136489031,2025-12-14,築年月,2025年（令和 7年） 6月,2025年（令和 7年） 6月
20251214_3419,100136489203,2025-12-14,築年月,1981年（昭和56年） 8月,1981年（昭和56年） 8月
20251214_3420,100136489235,2025-12-14,築年月,2014年（平成26年） 3月,2014年（平成26年） 3月
20251214_3421,100136489601,2025-12-14,築年月,1989年（平成 1年） 7月,1989年（平成 1年） 7月
20251214_3422,100136489604,2025-12-14,築年月,1971年（昭和46年） 1月,1971年（昭和46年） 1月
20251214_3423,100136489621,2025-12-14,築年月,2019年（平成31年） 3月,2019年（平成31年） 3月
20251214_3424,100136489644,2025-12-14,築年月,2019年（平成31年） 1月,2019年（平成31年） 1月
20251214_3425,100136489645,2025-12-14,築年月,2019年（平成31年） 1月,2019年（平成31年） 1月
20251214_3426,100136489941,2025-12-14,築年月,1971年（昭和46年） 4月,1971年（昭和46年） 4月
20251214_3427,100136490580,2025-12-14,築年月,1996年（平成 8年）11月,1996年（平成 8年）11月
20251214_3428,100136490789,2025-12-14,築年月,2025年（令和 7年） 3月,2025年（令和 7年） 3月
20251214_3429,100136491691,2025-12-14,築年月,2007年（平成19年） 2月,2007年（平成19年） 2月
20251214_3430,100136491781,2025-12-14,築年月,1992年（平成 4年） 2月,1992年（平成 4年） 2月
20251214_3431,100136491903,2025-12-14,築年月,2001年（平成13年） 2月,2001年（平成13年） 2月
20251214_3432,100136491910,2025-12-14,築年月,2011年（平成23年） 3月,2011年（平成23年） 3月
20251214_3433,100136492137,2025-12-14,築年月,1998年（平成10年） 3月,1998年（平成10年） 3月
20251214_3434,100136492175,2025-12-14,築年月,1972年（昭和47年） 1月,1972年（昭和47年） 1月
20251214_3435,100136492191,2025-12-14,築年月,2002年（平成14年） 9月,2002年（平成14年） 9月
20251214_3436,100136492192,2025-12-14,築年月,2003年（平成15年） 3月,2003年（平成15年） 3月
20251214_3437,100136493070,2025-12-14,築年月,1999年（平成11年） 6月,1999年（平成11年） 6月
20251214_3438,100136494210,2025-12-14,築年月,2017年（平成29年） 7月,2017年（平成29年） 7月
20251214_3439,100136494990,2025-12-14,築年月,2009年（平成21年） 6月,2009年（平成21年） 6月
20251214_3440,100136495018,2025-12-14,築年月,1974年（昭和49年） 8月,1974年（昭和49年） 8月
20251214_3441,100136495052,2025-12-14,築年月,2009年（平成21年） 1月,2009年（平成21年） 1月
20251214_3442,100136495104,2025-12-14,築年月,2020年（令和 2年） 5月,2020年（令和 2年） 5月
20251214_3443,100136495471,2025-12-14,築年月,1980年（昭和55年） 4月,1980年（昭和55年） 4月
20251214_3444,100136495760,2025-12-14,築年月,1981年（昭和56年） 4月,1981年（昭和56年） 4月
20251214_3445,100136496492,2025-12-14,築年月,2021年（令和 3年） 8月,2021年（令和 3年） 8月
20251214_3446,100136496541,2025-12-14,築年月,2022年（令和 4年）11月,2022年（令和 4年）11月
20251214_3447,100136496544,2025-12-14,築年月,1971年（昭和46年） 5月,1971年（昭和46年） 5月
20251214_3448,100136496584,2025-12-14,築年月,2005年（平成17年） 1月,2005年（平成17年） 1月
20251214_3449,100136496614,2025-12-14,築年月,1972年（昭和47年） 9月,1972年（昭和47年） 9月
20251214_3450,100136496831,2025-12-14,築年月,1979年（昭和54年） 3月,1979年（昭和54年） 3月
20251214_3451,100136496855,2025-12-14,築年月,2023年（令和 5年） 2月,2023年（令和 5年） 2月
20251214_3452,100136497761,2025-12-14,築年月,2025年（令和 7年） 7月,2025年（令和 7年） 7月
20251214_3453,100136497870,2025-12-14,築年月,1997年（平成 9年） 8月,1997年（平成 9年） 8月
20251214_3454,100136497879,2025-12-14,築年月,1982年（昭和57年） 8月,1982年（昭和57年） 8月
20251214_3455,100136497974,2025-12-14,築年月,1980年（昭和55年） 1月,1980年（昭和55年） 1月
20251214_3456,100136498153,2025-12-14,築年月,2007年（平成19年） 8月,2007年（平成19年） 8月
20251214_3457,100136498199,2025-12-14,築年月,2001年（平成13年） 8月,2001年（平成13年） 8月
20251214_3458,100136498515,2025-12-14,築年月,1991年（平成 3年） 3月,1991年（平成 3年） 3月
20251214_3459,100136498603,2025-12-14,築年月,1997年（平成 9年） 6月,1997年（平成 9年） 6月
20251214_3460,100136498774,2025-12-14,築年月,2003年（平成15年） 3月,2003年（平成15年） 3月
20251214_3461,100136498877,2025-12-14,築年月,2002年（平成14年） 9月,2002年（平成14年） 9月
20251214_3462,100136499968,2025-12-14,築年月,2026年（令和 8年）11月,2026年（令和 8年）11月
20251214_3463,100136500039,2025-12-14,築年月,1998年（平成10年） 2月,1998年（平成10年） 2月
20251214_3464,100136500664,2025-12-14,築年月,1999年（平成11年） 3月,1999年（平成11年） 3月
